VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD0.z, TEXCOORD0.w, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD1.z, TEXCOORD1.w, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD2.z, TEXCOORD2.w, TEXCOORD3.x, TEXCOORD3.y, TEXCOORD3.z, TEXCOORD3.w, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
163, 53, -0.08008, -0.19324,  0.50488,  1.00,  0.14961,  0.3622, -0.92126,  0.00,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804
164, 56, -0.11621, -0.17395,  0.50488,  1.00,  0.2126,  0.32283, -0.92126,  0.00,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412
165, 54, -0.0408, -0.09851,  0.53613,  1.00,  0.07874,  0.18898, -0.97638,  0.00,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235
166, 56, -0.11621, -0.17395,  0.50488,  1.00,  0.2126,  0.32283, -0.92126,  0.00,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412
167, 57, -0.05927, -0.08868,  0.53613,  1.00,  0.11024,  0.16535, -0.97638,  0.00,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843
168, 58,  0.00,  0.00,  0.54688,  1.00,  0.00,  0.00, -1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
169, 54, -0.0408, -0.09851,  0.53613,  1.00,  0.07874,  0.18898, -0.97638,  0.00,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235
170, 57, -0.05927, -0.08868,  0.53613,  1.00,  0.11024,  0.16535, -0.97638,  0.00,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843
171, 57, -0.05927, -0.08868,  0.53613,  1.00,  0.11024,  0.16535, -0.97638,  0.00,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843
172, 56, -0.11621, -0.17395,  0.50488,  1.00,  0.2126,  0.32283, -0.92126,  0.00,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412
173, 59, -0.14795, -0.14795,  0.50488,  1.00,  0.27559,  0.27559, -0.92126,  0.00,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902
174, 57, -0.05927, -0.08868,  0.53613,  1.00,  0.11024,  0.16535, -0.97638,  0.00,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843
175, 59, -0.14795, -0.14795,  0.50488,  1.00,  0.27559,  0.27559, -0.92126,  0.00,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902
176, 60, -0.07544, -0.07544,  0.53613,  1.00,  0.14173,  0.14173, -0.97638,  0.00,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451
177, 61,  0.00,  0.00,  0.54688,  1.00,  0.00,  0.00, -1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
178, 57, -0.05927, -0.08868,  0.53613,  1.00,  0.11024,  0.16535, -0.97638,  0.00,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843
179, 60, -0.07544, -0.07544,  0.53613,  1.00,  0.14173,  0.14173, -0.97638,  0.00,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451
180, 60, -0.07544, -0.07544,  0.53613,  1.00,  0.14173,  0.14173, -0.97638,  0.00,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451
181, 59, -0.14795, -0.14795,  0.50488,  1.00,  0.27559,  0.27559, -0.92126,  0.00,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902,  0.73725,  0.6902
182, 62, -0.17395, -0.11621,  0.50488,  1.00,  0.32283,  0.2126, -0.92126,  0.00,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627
183, 60, -0.07544, -0.07544,  0.53613,  1.00,  0.14173,  0.14173, -0.97638,  0.00,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451
184, 62, -0.17395, -0.11621,  0.50488,  1.00,  0.32283,  0.2126, -0.92126,  0.00,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627
185, 63, -0.08868, -0.05927,  0.53613,  1.00,  0.16535,  0.11024, -0.97638,  0.00,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059
186, 64,  0.00,  0.00,  0.54688,  1.00,  0.00,  0.00, -1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
187, 60, -0.07544, -0.07544,  0.53613,  1.00,  0.14173,  0.14173, -0.97638,  0.00,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451,  0.83137,  0.67451
188, 63, -0.08868, -0.05927,  0.53613,  1.00,  0.16535,  0.11024, -0.97638,  0.00,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059
189, 63, -0.08868, -0.05927,  0.53613,  1.00,  0.16535,  0.11024, -0.97638,  0.00,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059
190, 62, -0.17395, -0.11621,  0.50488,  1.00,  0.32283,  0.2126, -0.92126,  0.00,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627,  0.56863,  0.69412,  0.43922,  0.68627
191, 65, -0.19324, -0.08008,  0.50488,  1.00,  0.3622,  0.14961, -0.92126,  0.00,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843
192, 63, -0.08868, -0.05927,  0.53613,  1.00,  0.16535,  0.11024, -0.97638,  0.00,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059
193, 65, -0.19324, -0.08008,  0.50488,  1.00,  0.3622,  0.14961, -0.92126,  0.00,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843
194, 66, -0.09851, -0.0408,  0.53613,  1.00,  0.18898,  0.07874, -0.97638,  0.00,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275
195, 67,  0.00,  0.00,  0.54688,  1.00,  0.00,  0.00, -1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
196, 63, -0.08868, -0.05927,  0.53613,  1.00,  0.16535,  0.11024, -0.97638,  0.00,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059,  0.67843,  0.67843,  0.58824,  0.67059
197, 66, -0.09851, -0.0408,  0.53613,  1.00,  0.18898,  0.07874, -0.97638,  0.00,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275
198, 66, -0.09851, -0.0408,  0.53613,  1.00,  0.18898,  0.07874, -0.97638,  0.00,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275
199, 65, -0.19324, -0.08008,  0.50488,  1.00,  0.3622,  0.14961, -0.92126,  0.00,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843,  0.18431,  0.69804,  0.12549,  0.67843
200, 68, -0.2052, -0.0408,  0.50488,  1.00,  0.37795,  0.07874, -0.92126,  0.00,  0.56863,  0.69804,  0.22353,  0.66275,  0.56863,  0.69804,  0.22353,  0.66275,  0.56863,  0.69804,  0.22353,  0.66275,  0.56863,  0.69804,  0.22353,  0.66275,  0.56863,  0.69804,  0.22353,  0.66275,  0.56863,  0.69804,  0.22353,  0.66275
201, 66, -0.09851, -0.0408,  0.53613,  1.00,  0.18898,  0.07874, -0.97638,  0.00,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275
202, 68, -0.2052, -0.0408,  0.50488,  1.00,  0.37795,  0.07874, -0.92126,  0.00,  0.56863,  0.69804,  0.22353,  0.66275,  0.56863,  0.69804,  0.22353,  0.66275,  0.56863,  0.69804,  0.22353,  0.66275,  0.56863,  0.69804,  0.22353,  0.66275,  0.56863,  0.69804,  0.22353,  0.66275,  0.56863,  0.69804,  0.22353,  0.66275
203, 69, -0.10461, -0.02081,  0.53613,  1.00,  0.19685,  0.03937, -0.97638,  0.00,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706
204, 70,  0.00,  0.00,  0.54688,  1.00,  0.00,  0.00, -1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
205, 66, -0.09851, -0.0408,  0.53613,  1.00,  0.18898,  0.07874, -0.97638,  0.00,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275,  0.30588,  0.68235,  0.22353,  0.66275
206, 69, -0.10461, -0.02081,  0.53613,  1.00,  0.19685,  0.03937, -0.97638,  0.00,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706
207, 69, -0.10461, -0.02081,  0.53613,  1.00,  0.19685,  0.03937, -0.97638,  0.00,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706
208, 68, -0.2052, -0.0408,  0.50488,  1.00,  0.37795,  0.07874, -0.92126,  0.00,  0.56863,  0.69804,  0.22353,  0.66275,  0.56863,  0.69804,  0.22353,  0.66275,  0.56863,  0.69804,  0.22353,  0.66275,  0.56863,  0.69804,  0.22353,  0.66275,  0.56863,  0.69804,  0.22353,  0.66275,  0.56863,  0.69804,  0.22353,  0.66275
209, 71, -0.20923,  3.57628E-07,  0.50488,  1.00,  0.38583,  0.00, -0.92126,  0.00,  0.69804,  0.69804,  0.02353,  0.00,  0.69804,  0.69804,  0.02353,  0.00,  0.69804,  0.69804,  0.02353,  0.00,  0.69804,  0.69804,  0.02353,  0.00,  0.69804,  0.69804,  0.02353,  0.00,  0.69804,  0.69804,  0.02353,  0.00
210, 69, -0.10461, -0.02081,  0.53613,  1.00,  0.19685,  0.03937, -0.97638,  0.00,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706
211, 71, -0.20923,  3.57628E-07,  0.50488,  1.00,  0.38583,  0.00, -0.92126,  0.00,  0.69804,  0.69804,  0.02353,  0.00,  0.69804,  0.69804,  0.02353,  0.00,  0.69804,  0.69804,  0.02353,  0.00,  0.69804,  0.69804,  0.02353,  0.00,  0.69804,  0.69804,  0.02353,  0.00,  0.69804,  0.69804,  0.02353,  0.00
212, 72, -0.10663,  1.78814E-07,  0.53613,  1.00,  0.20472,  0.00, -0.97638,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00
213, 73,  0.00,  0.00,  0.54688,  1.00,  0.00,  0.00, -1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
214, 69, -0.10461, -0.02081,  0.53613,  1.00,  0.19685,  0.03937, -0.97638,  0.00,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706,  0.69804,  0.68235,  0.32941,  0.64706
215, 72, -0.10663,  1.78814E-07,  0.53613,  1.00,  0.20472,  0.00, -0.97638,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00
216, 72, -0.10663,  1.78814E-07,  0.53613,  1.00,  0.20472,  0.00, -0.97638,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00
217, 71, -0.20923,  3.57628E-07,  0.50488,  1.00,  0.38583,  0.00, -0.92126,  0.00,  0.69804,  0.69804,  0.02353,  0.00,  0.69804,  0.69804,  0.02353,  0.00,  0.69804,  0.69804,  0.02353,  0.00,  0.69804,  0.69804,  0.02353,  0.00,  0.69804,  0.69804,  0.02353,  0.00,  0.69804,  0.69804,  0.02353,  0.00
218, 74, -0.2052,  0.0408,  0.50488,  1.00,  0.37795, -0.07874, -0.92126,  0.00,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078
219, 72, -0.10663,  1.78814E-07,  0.53613,  1.00,  0.20472,  0.00, -0.97638,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00
220, 74, -0.2052,  0.0408,  0.50488,  1.00,  0.37795, -0.07874, -0.92126,  0.00,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078
221, 75, -0.10461,  0.02081,  0.53613,  1.00,  0.19685, -0.03937, -0.97638,  0.00,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451
222, 76,  0.00,  0.00,  0.54688,  1.00,  0.00,  0.00, -1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
223, 72, -0.10663,  1.78814E-07,  0.53613,  1.00,  0.20472,  0.00, -0.97638,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00,  0.82745,  0.68235,  0.01176,  0.00
224, 75, -0.10461,  0.02081,  0.53613,  1.00,  0.19685, -0.03937, -0.97638,  0.00,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451
225, 75, -0.10461,  0.02081,  0.53613,  1.00,  0.19685, -0.03937, -0.97638,  0.00,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451
226, 74, -0.2052,  0.0408,  0.50488,  1.00,  0.37795, -0.07874, -0.92126,  0.00,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078
227, 77, -0.19324,  0.08008,  0.50488,  1.00,  0.3622, -0.14961, -0.92126,  0.00,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647
228, 75, -0.10461,  0.02081,  0.53613,  1.00,  0.19685, -0.03937, -0.97638,  0.00,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451
229, 77, -0.19324,  0.08008,  0.50488,  1.00,  0.3622, -0.14961, -0.92126,  0.00,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647
230, 78, -0.09851,  0.0408,  0.53613,  1.00,  0.18898, -0.07874, -0.97638,  0.00,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078
231, 79,  0.00,  0.00,  0.54688,  1.00,  0.00,  0.00, -1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
232, 75, -0.10461,  0.02081,  0.53613,  1.00,  0.19685, -0.03937, -0.97638,  0.00,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451
233, 78, -0.09851,  0.0408,  0.53613,  1.00,  0.18898, -0.07874, -0.97638,  0.00,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078
