VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
667,164,-0.45459,7.15E-07,0.30371,1,0.83465,0,-0.55118,0,1,1,1,1,0.75,0.6875,0.8208,0.5,0.8208,0.5,0,1,0,1
668,157,-0.38647,5.96E-07,0.38647,1,0.70866,0,-0.70079,0,1,1,1,1,0.75,0.75,0.76367,0.5,0.76367,0.5,0,1,0,1
669,157,-0.38647,5.96E-07,0.38647,1,0.70866,0,-0.70079,0,1,1,1,1,0.75,0.75,0.76367,0.5,0.76367,0.5,0,1,0,1
670,164,-0.45459,7.15E-07,0.30371,1,0.83465,0,-0.55118,0,1,1,1,1,0.75,0.6875,0.8208,0.5,0.8208,0.5,0,1,0,1
671,165,-0.4458,0.08868,0.30371,1,0.8189,-0.16535,-0.55118,0,1,1,1,1,0.78125,0.6875,0.81494,0.5625,0.81494,0.5625,0.19685,0.98425,0,1
672,157,-0.38647,5.96E-07,0.38647,1,0.70866,0,-0.70079,0,1,1,1,1,0.75,0.75,0.76367,0.5,0.76367,0.5,0,1,0,1
673,165,-0.4458,0.08868,0.30371,1,0.8189,-0.16535,-0.55118,0,1,1,1,1,0.78125,0.6875,0.81494,0.5625,0.81494,0.5625,0.19685,0.98425,0,1
674,158,-0.37915,0.07544,0.38647,1,0.69291,-0.14173,-0.70079,0,1,1,1,1,0.78125,0.75,0.75879,0.55127,0.75879,0.55127,0.19685,0.98425,0,1
675,158,-0.37915,0.07544,0.38647,1,0.69291,-0.14173,-0.70079,0,1,1,1,1,0.78125,0.75,0.75879,0.55127,0.75879,0.55127,0.19685,0.98425,0,1
676,165,-0.4458,0.08868,0.30371,1,0.8189,-0.16535,-0.55118,0,1,1,1,1,0.78125,0.6875,0.81494,0.5625,0.81494,0.5625,0.19685,0.98425,0,1
677,166,-0.41992,0.17395,0.30371,1,0.77165,-0.32283,-0.55118,0,1,1,1,1,0.8125,0.6875,0.79688,0.62256,0.79688,0.62256,0.38583,0.92126,0,1
678,158,-0.37915,0.07544,0.38647,1,0.69291,-0.14173,-0.70079,0,1,1,1,1,0.78125,0.75,0.75879,0.55127,0.75879,0.55127,0.19685,0.98425,0,1
679,166,-0.41992,0.17395,0.30371,1,0.77165,-0.32283,-0.55118,0,1,1,1,1,0.8125,0.6875,0.79688,0.62256,0.79688,0.62256,0.38583,0.92126,0,1
680,159,-0.35718,0.14795,0.38647,1,0.65354,-0.27559,-0.70079,0,1,1,1,1,0.8125,0.75,0.74365,0.60059,0.74365,0.60059,0.38583,0.92126,0,1
681,159,-0.35718,0.14795,0.38647,1,0.65354,-0.27559,-0.70079,0,1,1,1,1,0.8125,0.75,0.74365,0.60059,0.74365,0.60059,0.38583,0.92126,0,1
682,166,-0.41992,0.17395,0.30371,1,0.77165,-0.32283,-0.55118,0,1,1,1,1,0.8125,0.6875,0.79688,0.62256,0.79688,0.62256,0.38583,0.92126,0,1
683,167,-0.37793,0.25244,0.30371,1,0.69291,-0.46457,-0.55118,0,1,1,1,1,0.84375,0.6875,0.76709,0.67773,0.76709,0.67773,0.55906,0.83465,0,1
684,159,-0.35718,0.14795,0.38647,1,0.65354,-0.27559,-0.70079,0,1,1,1,1,0.8125,0.75,0.74365,0.60059,0.74365,0.60059,0.38583,0.92126,0,1
685,167,-0.37793,0.25244,0.30371,1,0.69291,-0.46457,-0.55118,0,1,1,1,1,0.84375,0.6875,0.76709,0.67773,0.76709,0.67773,0.55906,0.83465,0,1
686,160,-0.32153,0.21472,0.38647,1,0.59055,-0.3937,-0.70079,0,1,1,1,1,0.84375,0.75,0.71924,0.64551,0.71924,0.64551,0.55906,0.83465,0,1
687,160,-0.32153,0.21472,0.38647,1,0.59055,-0.3937,-0.70079,0,1,1,1,1,0.84375,0.75,0.71924,0.64551,0.71924,0.64551,0.55906,0.83465,0,1
688,167,-0.37793,0.25244,0.30371,1,0.69291,-0.46457,-0.55118,0,1,1,1,1,0.84375,0.6875,0.76709,0.67773,0.76709,0.67773,0.55906,0.83465,0,1
689,168,-0.32153,0.32153,0.30371,1,0.59055,-0.59055,-0.55118,0,1,1,1,1,0.875,0.6875,0.72754,0.72607,0.72754,0.72607,0.70866,0.70866,0,1
690,160,-0.32153,0.21472,0.38647,1,0.59055,-0.3937,-0.70079,0,1,1,1,1,0.84375,0.75,0.71924,0.64551,0.71924,0.64551,0.55906,0.83465,0,1
691,168,-0.32153,0.32153,0.30371,1,0.59055,-0.59055,-0.55118,0,1,1,1,1,0.875,0.6875,0.72754,0.72607,0.72754,0.72607,0.70866,0.70866,0,1
692,104,-0.27344,0.27344,0.38647,1,0.50394,-0.50394,-0.70079,0,1,1,1,1,0.875,0.75,0.68701,0.68555,0.68701,0.68555,0.70866,0.70866,0,1
693,104,-0.27344,0.27344,0.38647,1,0.50394,-0.50394,-0.70079,0,1,1,1,1,0.875,0.75,0.68701,0.68555,0.68701,0.68555,0.70866,0.70866,0,1
694,168,-0.32153,0.32153,0.30371,1,0.59055,-0.59055,-0.55118,0,1,1,1,1,0.875,0.6875,0.72754,0.72607,0.72754,0.72607,0.70866,0.70866,0,1
695,169,-0.25244,0.37793,0.30371,1,0.46457,-0.69291,-0.55118,0,1,1,1,1,0.90625,0.6875,0.6792,0.76563,0.6792,0.76563,0.83465,0.55906,0,1
696,104,-0.27344,0.27344,0.38647,1,0.50394,-0.50394,-0.70079,0,1,1,1,1,0.875,0.75,0.68701,0.68555,0.68701,0.68555,0.70866,0.70866,0,1
697,169,-0.25244,0.37793,0.30371,1,0.46457,-0.69291,-0.55118,0,1,1,1,1,0.90625,0.6875,0.6792,0.76563,0.6792,0.76563,0.83465,0.55906,0,1
698,103,-0.21472,0.32153,0.38647,1,0.3937,-0.59055,-0.70079,0,1,1,1,1,0.90625,0.75,0.64697,0.71826,0.64697,0.71826,0.83465,0.55906,0,1
699,103,-0.21472,0.32153,0.38647,1,0.3937,-0.59055,-0.70079,0,1,1,1,1,0.90625,0.75,0.64697,0.71826,0.64697,0.71826,0.83465,0.55906,0,1
700,169,-0.25244,0.37793,0.30371,1,0.46457,-0.69291,-0.55118,0,1,1,1,1,0.90625,0.6875,0.6792,0.76563,0.6792,0.76563,0.83465,0.55906,0,1
701,170,-0.17395,0.41992,0.30371,1,0.32283,-0.77165,-0.55118,0,1,1,1,1,0.9375,0.6875,0.62354,0.79541,0.62354,0.79541,0.92126,0.38583,0,1
702,103,-0.21472,0.32153,0.38647,1,0.3937,-0.59055,-0.70079,0,1,1,1,1,0.90625,0.75,0.64697,0.71826,0.64697,0.71826,0.83465,0.55906,0,1
703,170,-0.17395,0.41992,0.30371,1,0.32283,-0.77165,-0.55118,0,1,1,1,1,0.9375,0.6875,0.62354,0.79541,0.62354,0.79541,0.92126,0.38583,0,1
704,171,-0.14795,0.35718,0.38647,1,0.27559,-0.65354,-0.70079,0,1,1,1,1,0.9375,0.75,0.60156,0.74219,0.60156,0.74219,0.92126,0.38583,0,1
705,98,-0.1687,0.25244,0.45459,1,0.30709,-0.46457,-0.82677,0,1,1,1,1,0.90625,0.8125,0.61572,0.67139,0.61572,0.67139,0.83465,0.55906,0,1
706,103,-0.21472,0.32153,0.38647,1,0.3937,-0.59055,-0.70079,0,1,1,1,1,0.90625,0.75,0.64697,0.71826,0.64697,0.71826,0.83465,0.55906,0,1
707,171,-0.14795,0.35718,0.38647,1,0.27559,-0.65354,-0.70079,0,1,1,1,1,0.9375,0.75,0.60156,0.74219,0.60156,0.74219,0.92126,0.38583,0,1
708,98,-0.1687,0.25244,0.45459,1,0.30709,-0.46457,-0.82677,0,1,1,1,1,0.90625,0.8125,0.61572,0.67139,0.61572,0.67139,0.83465,0.55906,0,1
709,171,-0.14795,0.35718,0.38647,1,0.27559,-0.65354,-0.70079,0,1,1,1,1,0.9375,0.75,0.60156,0.74219,0.60156,0.74219,0.92126,0.38583,0,1
710,100,-0.11621,0.28052,0.45459,1,0.2126,-0.51969,-0.82677,0,1,1,1,1,0.9375,0.8125,0.58008,0.69043,0.58008,0.69043,0.92126,0.38583,0,1
711,100,-0.11621,0.28052,0.45459,1,0.2126,-0.51969,-0.82677,0,1,1,1,1,0.9375,0.8125,0.58008,0.69043,0.58008,0.69043,0.92126,0.38583,0,1
712,171,-0.14795,0.35718,0.38647,1,0.27559,-0.65354,-0.70079,0,1,1,1,1,0.9375,0.75,0.60156,0.74219,0.60156,0.74219,0.92126,0.38583,0,1
713,172,-0.07544,0.37915,0.38647,1,0.14173,-0.69291,-0.70079,0,1,1,1,1,0.96875,0.75,0.55273,0.75732,0.55273,0.75732,0.98425,0.19685,0,1
714,100,-0.11621,0.28052,0.45459,1,0.2126,-0.51969,-0.82677,0,1,1,1,1,0.9375,0.8125,0.58008,0.69043,0.58008,0.69043,0.92126,0.38583,0,1
715,172,-0.07544,0.37915,0.38647,1,0.14173,-0.69291,-0.70079,0,1,1,1,1,0.96875,0.75,0.55273,0.75732,0.55273,0.75732,0.98425,0.19685,0,1
716,101,-0.05927,0.29785,0.45459,1,0.11024,-0.55118,-0.82677,0,1,1,1,1,0.96875,0.8125,0.5415,0.70215,0.5415,0.70215,0.98425,0.19685,0,1
717,101,-0.05927,0.29785,0.45459,1,0.11024,-0.55118,-0.82677,0,1,1,1,1,0.96875,0.8125,0.5415,0.70215,0.5415,0.70215,0.98425,0.19685,0,1
718,172,-0.07544,0.37915,0.38647,1,0.14173,-0.69291,-0.70079,0,1,1,1,1,0.96875,0.75,0.55273,0.75732,0.55273,0.75732,0.98425,0.19685,0,1
719,173,0,0.38647,0.38647,1,0,-0.70866,-0.70079,0,1,1,1,1,1,0.75,0.50146,0.76221,0.50146,0.76221,1,0.04724,-0.04724,1
720,101,-0.05927,0.29785,0.45459,1,0.11024,-0.55118,-0.82677,0,1,1,1,1,0.96875,0.8125,0.5415,0.70215,0.5415,0.70215,0.98425,0.19685,0,1
721,173,0,0.38647,0.38647,1,0,-0.70866,-0.70079,0,1,1,1,1,1,0.75,0.50146,0.76221,0.50146,0.76221,1,0.04724,-0.04724,1
722,102,0,0.30371,0.45459,1,0,-0.55906,-0.82677,0,1,1,1,1,1,0.8125,0.50146,0.70605,0.50146,0.70605,1,0.07087,-0.04724,1
723,171,-0.14795,0.35718,0.38647,1,0.27559,-0.65354,-0.70079,0,1,1,1,1,0.9375,0.75,0.60156,0.74219,0.60156,0.74219,0.92126,0.38583,0,1
724,170,-0.17395,0.41992,0.30371,1,0.32283,-0.77165,-0.55118,0,1,1,1,1,0.9375,0.6875,0.62354,0.79541,0.62354,0.79541,0.92126,0.38583,0,1
725,174,-0.08868,0.4458,0.30371,1,0.16535,-0.8189,-0.55118,0,1,1,1,1,0.96875,0.6875,0.56396,0.81348,0.56396,0.81348,0.98425,0.19685,0,1
726,171,-0.14795,0.35718,0.38647,1,0.27559,-0.65354,-0.70079,0,1,1,1,1,0.9375,0.75,0.60156,0.74219,0.60156,0.74219,0.92126,0.38583,0,1
727,174,-0.08868,0.4458,0.30371,1,0.16535,-0.8189,-0.55118,0,1,1,1,1,0.96875,0.6875,0.56396,0.81348,0.56396,0.81348,0.98425,0.19685,0,1
728,172,-0.07544,0.37915,0.38647,1,0.14173,-0.69291,-0.70079,0,1,1,1,1,0.96875,0.75,0.55273,0.75732,0.55273,0.75732,0.98425,0.19685,0,1
729,172,-0.07544,0.37915,0.38647,1,0.14173,-0.69291,-0.70079,0,1,1,1,1,0.96875,0.75,0.55273,0.75732,0.55273,0.75732,0.98425,0.19685,0,1
730,174,-0.08868,0.4458,0.30371,1,0.16535,-0.8189,-0.55118,0,1,1,1,1,0.96875,0.6875,0.56396,0.81348,0.56396,0.81348,0.98425,0.19685,0,1
731,175,0,0.45459,0.30371,1,0,-0.83465,-0.55118,0,1,1,1,1,1,0.6875,0.50146,0.81982,0.50146,0.81982,1,0.0315,-0.04724,1
732,172,-0.07544,0.37915,0.38647,1,0.14173,-0.69291,-0.70079,0,1,1,1,1,0.96875,0.75,0.55273,0.75732,0.55273,0.75732,0.98425,0.19685,0,1
733,175,0,0.45459,0.30371,1,0,-0.83465,-0.55118,0,1,1,1,1,1,0.6875,0.50146,0.81982,0.50146,0.81982,1,0.0315,-0.04724,1
734,173,0,0.38647,0.38647,1,0,-0.70866,-0.70079,0,1,1,1,1,1,0.75,0.50146,0.76221,0.50146,0.76221,1,0.04724,-0.04724,1
735,165,-0.4458,0.08868,0.30371,1,0.8189,-0.16535,-0.55118,0,1,1,1,1,0.78125,0.6875,0.81494,0.5625,0.81494,0.5625,0.19685,0.98425,0,1
736,176,-0.46655,0.19324,0.20923,1,0.85827,-0.35433,-0.37795,0,1,1,1,1,0.8125,0.625,0.8501,0.64453,0.8501,0.64453,0.38583,0.92126,0,1
737,166,-0.41992,0.17395,0.30371,1,0.77165,-0.32283,-0.55118,0,1,1,1,1,0.8125,0.6875,0.79688,0.62256,0.79688,0.62256,0.38583,0.92126,0,1
738,166,-0.41992,0.17395,0.30371,1,0.77165,-0.32283,-0.55118,0,1,1,1,1,0.8125,0.6875,0.79688,0.62256,0.79688,0.62256,0.38583,0.92126,0,1
739,176,-0.46655,0.19324,0.20923,1,0.85827,-0.35433,-0.37795,0,1,1,1,1,0.8125,0.625,0.8501,0.64453,0.8501,0.64453,0.38583,0.92126,0,1
740,177,-0.41992,0.28052,0.20923,1,0.77165,-0.51181,-0.37795,0,1,1,1,1,0.84375,0.625,0.81494,0.70947,0.81494,0.70947,0.55906,0.83465,0,1
741,166,-0.41992,0.17395,0.30371,1,0.77165,-0.32283,-0.55118,0,1,1,1,1,0.8125,0.6875,0.79688,0.62256,0.79688,0.62256,0.38583,0.92126,0,1
742,177,-0.41992,0.28052,0.20923,1,0.77165,-0.51181,-0.37795,0,1,1,1,1,0.84375,0.625,0.81494,0.70947,0.81494,0.70947,0.55906,0.83465,0,1
743,167,-0.37793,0.25244,0.30371,1,0.69291,-0.46457,-0.55118,0,1,1,1,1,0.84375,0.6875,0.76709,0.67773,0.76709,0.67773,0.55906,0.83465,0,1
744,167,-0.37793,0.25244,0.30371,1,0.69291,-0.46457,-0.55118,0,1,1,1,1,0.84375,0.6875,0.76709,0.67773,0.76709,0.67773,0.55906,0.83465,0,1
745,177,-0.41992,0.28052,0.20923,1,0.77165,-0.51181,-0.37795,0,1,1,1,1,0.84375,0.625,0.81494,0.70947,0.81494,0.70947,0.55906,0.83465,0,1
746,178,-0.35718,0.35718,0.20923,1,0.65354,-0.65354,-0.37795,0,1,1,1,1,0.875,0.625,0.76807,0.7666,0.76807,0.7666,0.70866,0.70866,0,1
747,167,-0.37793,0.25244,0.30371,1,0.69291,-0.46457,-0.55118,0,1,1,1,1,0.84375,0.6875,0.76709,0.67773,0.76709,0.67773,0.55906,0.83465,0,1
748,178,-0.35718,0.35718,0.20923,1,0.65354,-0.65354,-0.37795,0,1,1,1,1,0.875,0.625,0.76807,0.7666,0.76807,0.7666,0.70866,0.70866,0,1
749,168,-0.32153,0.32153,0.30371,1,0.59055,-0.59055,-0.55118,0,1,1,1,1,0.875,0.6875,0.72754,0.72607,0.72754,0.72607,0.70866,0.70866,0,1
750,168,-0.32153,0.32153,0.30371,1,0.59055,-0.59055,-0.55118,0,1,1,1,1,0.875,0.6875,0.72754,0.72607,0.72754,0.72607,0.70866,0.70866,0,1
751,178,-0.35718,0.35718,0.20923,1,0.65354,-0.65354,-0.37795,0,1,1,1,1,0.875,0.625,0.76807,0.7666,0.76807,0.7666,0.70866,0.70866,0,1
752,179,-0.28052,0.41992,0.20923,1,0.51181,-0.77165,-0.37795,0,1,1,1,1,0.90625,0.625,0.71094,0.81348,0.71094,0.81348,0.83465,0.55906,0,1
753,168,-0.32153,0.32153,0.30371,1,0.59055,-0.59055,-0.55118,0,1,1,1,1,0.875,0.6875,0.72754,0.72607,0.72754,0.72607,0.70866,0.70866,0,1
754,179,-0.28052,0.41992,0.20923,1,0.51181,-0.77165,-0.37795,0,1,1,1,1,0.90625,0.625,0.71094,0.81348,0.71094,0.81348,0.83465,0.55906,0,1
755,169,-0.25244,0.37793,0.30371,1,0.46457,-0.69291,-0.55118,0,1,1,1,1,0.90625,0.6875,0.6792,0.76563,0.6792,0.76563,0.83465,0.55906,0,1
756,169,-0.25244,0.37793,0.30371,1,0.46457,-0.69291,-0.55118,0,1,1,1,1,0.90625,0.6875,0.6792,0.76563,0.6792,0.76563,0.83465,0.55906,0,1
757,179,-0.28052,0.41992,0.20923,1,0.51181,-0.77165,-0.37795,0,1,1,1,1,0.90625,0.625,0.71094,0.81348,0.71094,0.81348,0.83465,0.55906,0,1
758,180,-0.19324,0.46655,0.20923,1,0.35433,-0.85827,-0.37795,0,1,1,1,1,0.9375,0.625,0.64551,0.84863,0.64551,0.84863,0.92126,0.38583,0,1
759,169,-0.25244,0.37793,0.30371,1,0.46457,-0.69291,-0.55118,0,1,1,1,1,0.90625,0.6875,0.6792,0.76563,0.6792,0.76563,0.83465,0.55906,0,1
760,180,-0.19324,0.46655,0.20923,1,0.35433,-0.85827,-0.37795,0,1,1,1,1,0.9375,0.625,0.64551,0.84863,0.64551,0.84863,0.92126,0.38583,0,1
761,170,-0.17395,0.41992,0.30371,1,0.32283,-0.77165,-0.55118,0,1,1,1,1,0.9375,0.6875,0.62354,0.79541,0.62354,0.79541,0.92126,0.38583,0,1
762,170,-0.17395,0.41992,0.30371,1,0.32283,-0.77165,-0.55118,0,1,1,1,1,0.9375,0.6875,0.62354,0.79541,0.62354,0.79541,0.92126,0.38583,0,1
763,180,-0.19324,0.46655,0.20923,1,0.35433,-0.85827,-0.37795,0,1,1,1,1,0.9375,0.625,0.64551,0.84863,0.64551,0.84863,0.92126,0.38583,0,1
764,181,-0.09851,0.49536,0.20923,1,0.1811,-0.90551,-0.37795,0,1,1,1,1,0.96875,0.625,0.5752,0.87012,0.5752,0.87012,0.98425,0.19685,0,1
765,170,-0.17395,0.41992,0.30371,1,0.32283,-0.77165,-0.55118,0,1,1,1,1,0.9375,0.6875,0.62354,0.79541,0.62354,0.79541,0.92126,0.38583,0,1
766,181,-0.09851,0.49536,0.20923,1,0.1811,-0.90551,-0.37795,0,1,1,1,1,0.96875,0.625,0.5752,0.87012,0.5752,0.87012,0.98425,0.19685,0,1
767,174,-0.08868,0.4458,0.30371,1,0.16535,-0.8189,-0.55118,0,1,1,1,1,0.96875,0.6875,0.56396,0.81348,0.56396,0.81348,0.98425,0.19685,0,1
768,174,-0.08868,0.4458,0.30371,1,0.16535,-0.8189,-0.55118,0,1,1,1,1,0.96875,0.6875,0.56396,0.81348,0.56396,0.81348,0.98425,0.19685,0,1
769,181,-0.09851,0.49536,0.20923,1,0.1811,-0.90551,-0.37795,0,1,1,1,1,0.96875,0.625,0.5752,0.87012,0.5752,0.87012,0.98425,0.19685,0,1
770,182,0,0.50488,0.20923,1,0,-0.92126,-0.37795,0,1,1,1,1,1,0.625,0.50146,0.87744,0.50146,0.87744,1,0.01575,-0.0315,1
771,174,-0.08868,0.4458,0.30371,1,0.16535,-0.8189,-0.55118,0,1,1,1,1,0.96875,0.6875,0.56396,0.81348,0.56396,0.81348,0.98425,0.19685,0,1
772,182,0,0.50488,0.20923,1,0,-0.92126,-0.37795,0,1,1,1,1,1,0.625,0.50146,0.87744,0.50146,0.87744,1,0.01575,-0.0315,1
773,175,0,0.45459,0.30371,1,0,-0.83465,-0.55118,0,1,1,1,1,1,0.6875,0.50146,0.81982,0.50146,0.81982,1,0.0315,-0.04724,1
774,176,-0.46655,0.19324,0.20923,1,0.85827,-0.35433,-0.37795,0,1,1,1,1,0.8125,0.625,0.8501,0.64453,0.8501,0.64453,0.38583,0.92126,0,1
775,183,-0.4458,0.29785,0.10663,1,0.8189,-0.54331,-0.19685,0,1,1,1,1,0.84375,0.5625,0.86328,0.7417,0.86328,0.7417,0.55906,0.83465,0,1
776,177,-0.41992,0.28052,0.20923,1,0.77165,-0.51181,-0.37795,0,1,1,1,1,0.84375,0.625,0.81494,0.70947,0.81494,0.70947,0.55906,0.83465,0,1
777,176,-0.46655,0.19324,0.20923,1,0.85827,-0.35433,-0.37795,0,1,1,1,1,0.8125,0.625,0.8501,0.64453,0.8501,0.64453,0.38583,0.92126,0,1
778,184,-0.49536,0.2052,0.10663,1,0.90551,-0.37795,-0.19685,0,1,1,1,1,0.8125,0.5625,0.90381,0.6665,0.90381,0.6665,0.38583,0.92126,0,1
779,183,-0.4458,0.29785,0.10663,1,0.8189,-0.54331,-0.19685,0,1,1,1,1,0.84375,0.5625,0.86328,0.7417,0.86328,0.7417,0.55906,0.83465,0,1
780,185,-0.49536,0.09851,0.20923,1,0.90551,-0.1811,-0.37795,0,1,1,1,1,0.78125,0.625,0.87158,0.57373,0.87158,0.57373,0.19685,0.98425,0,1
781,184,-0.49536,0.2052,0.10663,1,0.90551,-0.37795,-0.19685,0,1,1,1,1,0.8125,0.5625,0.90381,0.6665,0.90381,0.6665,0.38583,0.92126,0,1
782,176,-0.46655,0.19324,0.20923,1,0.85827,-0.35433,-0.37795,0,1,1,1,1,0.8125,0.625,0.8501,0.64453,0.8501,0.64453,0.38583,0.92126,0,1
783,165,-0.4458,0.08868,0.30371,1,0.8189,-0.16535,-0.55118,0,1,1,1,1,0.78125,0.6875,0.81494,0.5625,0.81494,0.5625,0.19685,0.98425,0,1
784,185,-0.49536,0.09851,0.20923,1,0.90551,-0.1811,-0.37795,0,1,1,1,1,0.78125,0.625,0.87158,0.57373,0.87158,0.57373,0.19685,0.98425,0,1
785,176,-0.46655,0.19324,0.20923,1,0.85827,-0.35433,-0.37795,0,1,1,1,1,0.8125,0.625,0.8501,0.64453,0.8501,0.64453,0.38583,0.92126,0,1
786,164,-0.45459,7.15E-07,0.30371,1,0.83465,0,-0.55118,0,1,1,1,1,0.75,0.6875,0.8208,0.5,0.8208,0.5,0,1,0,1
787,185,-0.49536,0.09851,0.20923,1,0.90551,-0.1811,-0.37795,0,1,1,1,1,0.78125,0.625,0.87158,0.57373,0.87158,0.57373,0.19685,0.98425,0,1
788,165,-0.4458,0.08868,0.30371,1,0.8189,-0.16535,-0.55118,0,1,1,1,1,0.78125,0.6875,0.81494,0.5625,0.81494,0.5625,0.19685,0.98425,0,1
789,164,-0.45459,7.15E-07,0.30371,1,0.83465,0,-0.55118,0,1,1,1,1,0.75,0.6875,0.8208,0.5,0.8208,0.5,0,1,0,1
790,186,-0.50488,8.34E-07,0.20923,1,0.92126,0,-0.37795,0,1,1,1,1,0.75,0.625,0.87842,0.5,0.87842,0.5,0,1,0,1
791,185,-0.49536,0.09851,0.20923,1,0.90551,-0.1811,-0.37795,0,1,1,1,1,0.78125,0.625,0.87158,0.57373,0.87158,0.57373,0.19685,0.98425,0,1
792,163,-0.4458,-0.08868,0.30371,1,0.8189,0.16535,-0.55118,0,1,1,1,1,0.71875,0.6875,0.81494,0.43774,0.81494,0.43774,-0.19685,0.98425,0,1
793,186,-0.50488,8.34E-07,0.20923,1,0.92126,0,-0.37795,0,1,1,1,1,0.75,0.625,0.87842,0.5,0.87842,0.5,0,1,0,1
794,164,-0.45459,7.15E-07,0.30371,1,0.83465,0,-0.55118,0,1,1,1,1,0.75,0.6875,0.8208,0.5,0.8208,0.5,0,1,0,1
795,163,-0.4458,-0.08868,0.30371,1,0.8189,0.16535,-0.55118,0,1,1,1,1,0.71875,0.6875,0.81494,0.43774,0.81494,0.43774,-0.19685,0.98425,0,1
796,187,-0.49536,-0.09851,0.20923,1,0.90551,0.1811,-0.37795,0,1,1,1,1,0.71875,0.625,0.87158,0.42651,0.87158,0.42651,-0.19685,0.98425,0,1
797,186,-0.50488,8.34E-07,0.20923,1,0.92126,0,-0.37795,0,1,1,1,1,0.75,0.625,0.87842,0.5,0.87842,0.5,0,1,0,1
798,161,-0.41992,-0.17395,0.30371,1,0.77165,0.32283,-0.55118,0,1,1,1,1,0.6875,0.6875,0.79688,0.37769,0.79688,0.37769,-0.38583,0.92126,0,1
799,187,-0.49536,-0.09851,0.20923,1,0.90551,0.1811,-0.37795,0,1,1,1,1,0.71875,0.625,0.87158,0.42651,0.87158,0.42651,-0.19685,0.98425,0,1
800,163,-0.4458,-0.08868,0.30371,1,0.8189,0.16535,-0.55118,0,1,1,1,1,0.71875,0.6875,0.81494,0.43774,0.81494,0.43774,-0.19685,0.98425,0,1
801,161,-0.41992,-0.17395,0.30371,1,0.77165,0.32283,-0.55118,0,1,1,1,1,0.6875,0.6875,0.79688,0.37769,0.79688,0.37769,-0.38583,0.92126,0,1
802,188,-0.46655,-0.19324,0.20923,1,0.85827,0.35433,-0.37795,0,1,1,1,1,0.6875,0.625,0.8501,0.35571,0.8501,0.35571,-0.38583,0.92126,0,1
803,187,-0.49536,-0.09851,0.20923,1,0.90551,0.1811,-0.37795,0,1,1,1,1,0.71875,0.625,0.87158,0.42651,0.87158,0.42651,-0.19685,0.98425,0,1
804,162,-0.37793,-0.25244,0.30371,1,0.69291,0.46457,-0.55118,0,1,1,1,1,0.65625,0.6875,0.76709,0.32251,0.76709,0.32251,-0.55906,0.83465,0,1
805,188,-0.46655,-0.19324,0.20923,1,0.85827,0.35433,-0.37795,0,1,1,1,1,0.6875,0.625,0.8501,0.35571,0.8501,0.35571,-0.38583,0.92126,0,1
806,161,-0.41992,-0.17395,0.30371,1,0.77165,0.32283,-0.55118,0,1,1,1,1,0.6875,0.6875,0.79688,0.37769,0.79688,0.37769,-0.38583,0.92126,0,1
807,162,-0.37793,-0.25244,0.30371,1,0.69291,0.46457,-0.55118,0,1,1,1,1,0.65625,0.6875,0.76709,0.32251,0.76709,0.32251,-0.55906,0.83465,0,1
808,189,-0.41992,-0.28052,0.20923,1,0.77165,0.51181,-0.37795,0,1,1,1,1,0.65625,0.625,0.81494,0.29053,0.81494,0.29053,-0.55906,0.83465,0,1
809,188,-0.46655,-0.19324,0.20923,1,0.85827,0.35433,-0.37795,0,1,1,1,1,0.6875,0.625,0.8501,0.35571,0.8501,0.35571,-0.38583,0.92126,0,1
810,190,-0.32153,-0.32153,0.30371,1,0.59055,0.59055,-0.55118,0,1,1,1,1,0.625,0.6875,0.72754,0.27393,0.72754,0.27393,-0.70866,0.70866,0,1
811,189,-0.41992,-0.28052,0.20923,1,0.77165,0.51181,-0.37795,0,1,1,1,1,0.65625,0.625,0.81494,0.29053,0.81494,0.29053,-0.55906,0.83465,0,1
812,162,-0.37793,-0.25244,0.30371,1,0.69291,0.46457,-0.55118,0,1,1,1,1,0.65625,0.6875,0.76709,0.32251,0.76709,0.32251,-0.55906,0.83465,0,1
813,153,-0.27344,-0.27344,0.38647,1,0.50394,0.50394,-0.70079,0,1,1,1,1,0.625,0.75,0.68701,0.31445,0.68701,0.31445,-0.70866,0.70866,0,1
814,190,-0.32153,-0.32153,0.30371,1,0.59055,0.59055,-0.55118,0,1,1,1,1,0.625,0.6875,0.72754,0.27393,0.72754,0.27393,-0.70866,0.70866,0,1
815,162,-0.37793,-0.25244,0.30371,1,0.69291,0.46457,-0.55118,0,1,1,1,1,0.65625,0.6875,0.76709,0.32251,0.76709,0.32251,-0.55906,0.83465,0,1
816,152,-0.21472,-0.32153,0.38647,1,0.3937,0.59055,-0.70079,0,1,1,1,1,0.59375,0.75,0.64697,0.28198,0.64697,0.28198,-0.83465,0.55906,0,1
817,190,-0.32153,-0.32153,0.30371,1,0.59055,0.59055,-0.55118,0,1,1,1,1,0.625,0.6875,0.72754,0.27393,0.72754,0.27393,-0.70866,0.70866,0,1
